0.99985,0.29791
0.99986,0.31327
0.99987,0.28517
0.99991,0.32175
0.99971,0.34097
0.99979,0.29963
0.99974,0.28521
0.99944,0.36835
0.99956,0.37925
0.99946,0.37064
0.99938,0.31588
0.99948,0.38726
0.99939,0.3505
0.99941,0.34235
0.99939,0.383
0.99944,0.43923
0.99937,0.4363
0.99933,0.44188
0.99937,0.44902
0.9993,0.39866
0.99943,0.4161
0.99955,0.41217
0.99909,0.4737
0.99915,0.48249
0.99934,0.44577
0.9992,0.47164
0.99923,0.45461
0.99918,0.53762
0.99908,0.52851
0.99912,0.53588
0.99919,0.54082
0.999,0.49531
0.9992,0.53789
0.99885,0.53111
0.999,0.56957
0.99903,0.5921
0.99885,0.60263
0.99887,0.54632
0.99893,0.62557
0.99875,0.61746
0.99897,0.63358
0.99871,0.62928
0.999,0.65015
0.99889,0.62401
0.99879,0.64979
0.99875,0.67721
0.99859,0.68802
0.9985,0.69411
0.99868,0.68683
0.99857,0.69699
0.9985,0.72268
0.99864,0.68875
0.99844,0.73412
0.99851,0.72877
0.99866,0.7164
0.99865,0.75967
0.99853,0.72758
0.99852,0.71215
0.99854,0.79213
0.99834,0.79795
0.99864,0.80161
0.99841,0.74713
0.99842,0.76036
0.99808,0.75431
0.99859,0.77015
0.99833,0.8495
0.99817,0.83091
0.99832,0.78435
0.99837,0.81452
0.99827,0.85078
0.99823,0.88223
0.99828,0.85
0.99835,0.89107
0.99817,0.88201
0.99828,0.84194
0.99826,0.84538
0.99825,0.8777
0.99836,0.92916
0.99818,0.93681
0.99829,0.91557
0.99801,0.9592
0.99784,0.93631
0.99825,0.97559
0.99799,0.93173
0.99793,0.93956
0.99781,0.99221
0.99804,0.93782
0.99776,0.93534
0.99792,0.99271
0.99796,1.0301
0.99762,1.0166
0.99763,1.0334
0.99787,1.039
0.99766,1.0175
0.99779,1.0102
0.99767,0.99963
0.99764,1.0819
0.99769,1.0737
0.99744,1.0288
0.99785,1.098
0.99785,1.0487
0.99754,1.1109
0.99752,1.1208
0.99755,1.1231
0.99755,1.1011
0.99761,1.0901
0.99757,1.1421
0.99759,1.1358
0.99755,1.1477
0.99749,1.1697
0.99746,1.1757
0.99721,1.1046
0.9974,1.1352
0.99708,1.1213
0.99747,1.1276
0.99751,1.1957
0.99738,1.2234
0.99734,1.2035
0.99732,1.1926
0.99747,1.1633
0.99708,1.1653
0.99741,1.2539
0.99716,1.2263
0.99728,1.199
0.99697,1.2348
0.99719,1.2764
0.99733,1.2135
0.99707,1.2167
0.99732,1.2985
0.99706,1.2936
0.99712,1.2374
0.99712,1.3228
0.99717,1.2646
0.99685,1.26
0.99692,1.3193
0.99694,1.3541
0.99713,1.2833
0.99714,1.3564
0.99699,1.3409
0.99712,1.3736
0.99685,1.3865
0.99678,1.3779
0.99695,1.3372
0.99688,1.3408
0.99686,1.401
0.99696,1.4336
0.99679,1.4301
0.99704,1.3855
0.99669,1.4363
0.99668,1.3806
0.99673,1.4274
0.99694,1.4491
0.99683,1.4762
0.99677,1.4749
0.99662,1.4745
0.99696,1.4958
0.99662,1.4402
0.99671,1.4652
0.99677,1.4352
0.99676,1.4436
0.99681,1.4714
0.99663,1.5208
0.99676,1.4971
0.99684,1.5311
0.99655,1.5542
0.99641,1.5669
0.99656,1.4994
0.99673,1.5674
0.99671,1.5131
0.99665,1.5769
0.99651,1.5911
0.99658,1.6015
0.99652,1.6207
0.99652,1.5647
0.9965,1.602
0.99651,1.6177
0.99634,1.6284
0.99624,1.6573
0.99624,1.5868
0.99636,1.6056
0.99639,1.5985
0.99644,1.6744
0.99641,1.6783
0.99625,1.6205
0.99624,1.6707
0.99624,1.6259
0.99637,1.6438
0.99601,1.7076
0.99647,1.6725
0.99636,1.7113
0.99637,1.7374
0.99637,1.6661
0.99651,1.6676
0.99629,1.744
0.99642,1.6899
0.99622,1.7424
0.99613,1.7298
0.99613,1.759
0.99612,1.7071
0.99608,1.739
0.99609,1.7681
0.99611,1.7975
0.99611,1.8042
0.99609,1.75
0.9963,1.8178
0.99619,1.81
0.99605,1.8402
0.99623,1.8454
0.99608,1.7733
0.99598,1.8641
0.99605,1.8237
0.99619,1.8786
0.9959,1.8376
0.99598,1.8393
0.99607,1.8928
0.99589,1.8836
0.99601,1.822
0.99609,1.8379
0.99599,1.9076
0.99592,1.8424
0.99573,1.914
0.99595,1.9262
0.99573,1.9216
0.99607,1.9131
0.99608,1.8798
0.99585,1.8714
0.99602,1.9681
0.99601,1.8884
0.99592,1.9646
0.99591,1.8974
0.99582,1.9899
0.99609,1.9466
0.99589,1.9226
